Summary,Sentiment
better experience,positive
nice,positive
nice,positive
good,positive
vary good,positive
best quality refrigerator delivery person cordial packaging good,positive
nice,positive
nice product thanks flipkart,positive
job need wash dishes bit remove food particles clog get good quality dishwasher salt removes hardness get rinse aid get dishwasher detergent add cast iron iron cookware cause add plastic dishes microwave safe dishwashers heat melt add vim dish gel dishwasher surds caused vim liquid dish gel washer harmful dishwashe,positive
good,positive
love,positive
good quality platesbut bowles small dont worry good seeing thanks flipkart,positive
good performance,positive
good little expensive,positive
delivery flipkart timeusing daily ut cleans utensils well issues,positive
smart pick,positive
easy handle sturdy recommend buy product,positive
